"","ConfirmedSppNames","Species","Category","Use","Group","Location","Authors","Title","Journal","Volume","Pages","GBIFrecswithconfirmendnames"
"989","Vitex doniana","Vitex doniana","Health care","treating jaundice","Medicine: Fever","Upper West Region","Kranjac-Berisavljevic, G., & Gandaa, B. Z. (2011)","Importance of bush grape (Vitex spp.) as food and medicinal plant to the Dagarti speaking people of the Upper West Region of Northern Ghana","II International Symposium on Underutilized Plant Species: Crops for the Future-Beyond Food Security","979","669-673",64
"990","Vitex doniana","Vitex doniana","Health care","treating dysentery","Medicine: Gastrointestinal disorders","Upper West Region","Kranjac-Berisavljevic, G., & Gandaa, B. Z. (2011)","Importance of bush grape (Vitex spp.) as food and medicinal plant to the Dagarti speaking people of the Upper West Region of Northern Ghana","II International Symposium on Underutilized Plant Species: Crops for the Future-Beyond Food Security","979","669-673",64
"991","Vitex doniana","Vitex doniana","Food and nutrition","fruits are taken as meals, leaves are used as vegetables","Food","Upper West Region","Kranjac-Berisavljevic, G., & Gandaa, B. Z. (2011)","Importance of bush grape (Vitex spp.) as food and medicinal plant to the Dagarti speaking people of the Upper West Region of Northern Ghana","II International Symposium on Underutilized Plant Species: Crops for the Future-Beyond Food Security","979","669-673",64
"992","Waltheria indica","Waltheria indica","Health care","treating impotence","Medicine: Infertility","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",92
"993","Wissadula amplissima","Wissadula amplissima","Health care","treating stomach ulcer","Medicine: Ulcer","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",38
"994","None","Withania somnifera","Health care","treating genital cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",NA
"995","Xanthosoma sagittifolium","Xanthosoma sagittifolium","Health care","treating skin cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",77
"996","Xeroderris stuhlmannii","Xeroderris stuhlmannii","Health care","treating malaria","Medicine: Malaria","Upper West Region","Asase, A., Oteng-Yeboah, A. A., Odamtten, G. T., & Simmonds, M. S. (2005)","Ethnobotanical study of some Ghanaian anti-malarial plants","Journal of Ethnopharmacology","99(2)","273-279",25
"997","Ximenia americana","Ximenia americana","Health care","teating cuts and wounds","Medicine: Wound healing","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"998","Ximenia americana","Ximenia americana","Health care","treating body rashes","Medicine: Infectious diseases","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"999","Ximenia americana","Ximenia americana","Health care","treating toothaches","Medicine: Dental care","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"1000","Ximenia americana","Ximenia americana","Food and nutrition","fruits are eaten raw","Food","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"1001","Ximenia americana","Ximenia americana","Social","used for making pounding sticks","Artefacts","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"1002","Ximenia americana","Ximenia americana","Energy","used as fuel wood for cooking","Fuel","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",88
"1003","Xylopia aethiopica","Xylopia aethiopica","Health care","treating stomach and breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",24
"1004","Xylopia aethiopica","Xylopia aethiopica","Health care","used as laxative","Medicine: Gastrointestinal disorders","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",24
"1005","Xylopia aethiopica","Xylopia aethiopica","Culture","used for rituals","Cultural purposes","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",24
"1006","Xylopia aethiopica","Xylopia aethiopica","Food and nutrition","used as spices","Food","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",24
"1007","Xylopia aethiopica","Xylopia aethiopica","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",24
"1008","Xylopia aethiopica","Xylopia aethiopica","Food and nutrition","used as as spices","Food","All regions in Ghana","Freiesleben, S. H., Soelberg, J., & Jäger, A. K. (2015)","Medicinal plants used as excipients in the history in Ghanaian herbal medicine","Journal of ethnopharmacology","174","561-568",24
"1009","Xylopia aethiopica","Xylopia aethiopica","Health care","used as excipients","Medicine: Excipients","All regions in Ghana","Freiesleben, S. H., Soelberg, J., & Jäger, A. K. (2015)","Medicinal plants used as excipients in the history in Ghanaian herbal medicine","Journal of ethnopharmacology","174","561-568",24
"1010","Zanthoxylum gilletii","Zanthoxylum gilletii","Health care","treating liver cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",11
"1011","Zanthoxylum leprieurii","Zanthoxylum leprieurii","Health care","treating sexual weakness","Medicine: Infertility","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",11
"1012","Zanthoxylum leprieurii","Zanthoxylum leprieurii","Health care","treating stroke","Medicine: Stroke","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",11
"1013","Zanthoxylum leprieurii","Zanthoxylum leprieurii","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",11
"1014","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Health care","treating skin rashes","Medicine: Infectious diseases","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",64
"1015","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Health care","treating fractures","Medicine: Fractures","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",64
"1016","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Health care","treating stomach, skin, brain and breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",64
"1017","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Culture","twigs are used at the war front to tame enemies","Cultural purposes","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",64
"1018","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Health care","used to strengthen pregnant women","Medicine: Maternal and Child care","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",64
"1019","Zanthoxylum zanthoxyloides","Zanthoxylum zanthoxyloides","Health care","used as aphrodisiac","Medicine: Infertility","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",64
"1020","Zea mays","Zea mays","Health care","treating skin cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",73
"1021","Zingiber officinale","Zingiber officinale","Health care","treating severe stomach aches","Medicine: Somatic pains","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",2
"1022","Zingiber officinale","Zingiber officinale","Health care","treating malaria","Medicine: Malaria","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",2
"1023","Zingiber officinale","Zingiber officinale","Health care","treating boils","Medicine: Infectious diseases","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",2
"1024","Zingiber officinale","Zingiber officinale","Health care","treating typhoid","Medicine: Fever","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",2
"1025","Zingiber officinale","Zingiber officinale","Health care","treating loss of appetite","Medicine: Fever","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",2
"1026","Zingiber officinale","Zingiber officinale","Health care","treating toothaches","Medicine: Dental care","Upper West Region","Wodah, D., & Asase, A. (2012)","Ethnopharmacological use of plants by Sisala traditional healers in northwest Ghana","Pharmaceutical biology","50(7)","807-815",2
"1027","Zingiber officinale","Zingiber officinale","Health care","treating stomach and brain cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",2
"1028","Zingiber officinale","Zingiber officinale","Health care","treating tuberculosis","Medicine: Infectious diseases","Greater Accra and Eastern Regions","Nguta, J. M., Appiah-Opong, R., Nyarko, A. K., Yeboah-Manu, D., & Addo, P. G. (2015) ","Medicinal plants used to treat TB in Ghana","International journal of mycobacteriology","4(2)","116-123",2
"1029","Zingiber officinale","Zingiber officinale","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",2
